时间帧,算法,模式,匹配分数,平滑分数,x坐标,y坐标,目标是否锁定,是否发现目标,累计飞行距离,目标x,目标y
47,模板匹配引导搜索,巡航模式,0.1083,0.1086,58,209,否,否,144.00,600,400
48,模板匹配引导搜索,巡航模式,0.1069,0.1079,57,212,否,否,147.00,600,400
49,模板匹配引导搜索,巡航模式,0.0902,0.1008,57,215,否,否,150.00,600,400
50,模板匹配引导搜索,巡航模式,0.0902,0.0966,57,218,否,否,153.00,600,400
51,模板匹配引导搜索,巡航模式,0.0902,0.0940,56,221,否,否,156.00,600,400
52,模板匹配引导搜索,巡航模式,0.0902,0.0925,56,224,否,否,159.00,600,400
53,模板匹配引导搜索,巡航模式,0.0902,0.0916,56,227,否,否,162.00,600,400
54,模板匹配引导搜索,巡航模式,0.1015,0.0956,55,230,否,否,165.00,600,400
55,模板匹配引导搜索,巡航模式,0.1178,0.1045,55,233,否,否,168.00,600,400
56,模板匹配引导搜索,巡航模式,0.1260,0.1131,55,236,否,否,171.00,600,400
57,模板匹配引导搜索,巡航模式,0.1269,0.1186,55,239,否,否,174.00,600,400
58,模板匹配引导搜索,巡航模式,0.1310,0.1236,54,242,否,否,177.00,600,400
59,模板匹配引导搜索,巡航模式,0.1310,0.1266,54,245,否,否,180.00,600,400
60,模板匹配引导搜索,巡航模式,0.1310,0.1284,54,248,否,否,183.00,600,400
61,模板匹配引导搜索,巡航模式,0.1310,0.1294,53,251,否,否,186.00,600,400
62,模板匹配引导搜索,巡航模式,0.1435,0.1351,53,254,否,否,189.00,600,400
63,模板匹配引导搜索,巡航模式,0.1514,0.1416,53,257,否,否,192.00,600,400
64,模板匹配引导搜索,巡航模式,0.1646,0.1508,52,260,否,否,195.00,600,400
65,模板匹配引导搜索,巡航模式,0.1814,0.1630,52,263,否,否,198.00,600,400
66,模板匹配引导搜索,巡航模式,0.1814,0.1704,52,266,否,否,201.00,600,400
67,模板匹配引导搜索,巡航模式,0.1814,0.1748,52,269,否,否,204.00,600,400
68,模板匹配引导搜索,巡航模式,0.1824,0.1778,53,272,否,否,207.00,600,400
69,模板匹配引导搜索,巡航模式,0.1824,0.1796,54,274,否,否,210.00,600,400
70,模板匹配引导搜索,巡航模式,0.1824,0.1807,56,277,否,否,213.00,600,400
71,模板匹配引导搜索,巡航模式,0.1814,0.1810,58,279,否,否,216.00,600,400
72,模板匹配引导搜索,巡航模式,0.1714,0.1771,60,281,否,否,219.00,600,400
73,模板匹配引导搜索,巡航模式,0.1880,0.1815,63,282,否,否,222.00,600,400
74,模板匹配引导搜索,巡航模式,0.1880,0.1841,66,283,否,否,225.00,600,400
75,模板匹配引导搜索,巡航模式,0.1880,0.1857,69,283,否,否,228.00,600,400
76,模板匹配引导搜索,巡航模式,0.1880,0.1866,72,283,否,否,231.00,600,400
77,模板匹配引导搜索,巡航模式,0.1880,0.1872,75,283,否,否,234.00,600,400
78,模板匹配引导搜索,巡航模式,0.1880,0.1875,78,283,否,否,237.00,600,400
79,模板匹配引导搜索,巡航模式,0.1880,0.1877,81,283,否,否,240.00,600,400
80,模板匹配引导搜索,巡航模式,0.1880,0.1878,84,283,否,否,243.00,600,400
81,模板匹配引导搜索,巡航模式,0.1880,0.1879,87,283,否,否,246.00,600,400
82,模板匹配引导搜索,巡航模式,0.1880,0.1880,90,283,否,否,249.00,600,400
83,模板匹配引导搜索,巡航模式,0.1880,0.1880,93,283,否,否,252.00,600,400
84,模板匹配引导搜索,巡航模式,0.1880,0.1880,96,283,否,否,255.00,600,400
85,模板匹配引导搜索,巡航模式,0.1880,0.1880,99,283,否,否,258.00,600,400
86,模板匹配引导搜索,巡航模式,0.1880,0.1880,102,283,否,否,261.00,600,400
87,模板匹配引导搜索,巡航模式,0.1880,0.1880,105,283,否,否,264.00,600,400
88,模板匹配引导搜索,巡航模式,0.1880,0.1880,108,283,否,否,267.00,600,400
89,模板匹配引导搜索,巡航模式,0.1880,0.1880,111,284,否,否,270.00,600,400
90,模板匹配引导搜索,巡航模式,0.1880,0.1880,114,284,否,否,273.00,600,400
91,模板匹配引导搜索,巡航模式,0.1880,0.1880,117,284,否,否,276.00,600,400
92,模板匹配引导搜索,巡航模式,0.1880,0.1880,120,284,否,否,279.00,600,400
93,模板匹配引导搜索,巡航模式,0.1880,0.1880,123,284,否,否,282.00,600,400
94,模板匹配引导搜索,巡航模式,0.1880,0.1880,126,284,否,否,285.00,600,400
95,模板匹配引导搜索,巡航模式,0.1880,0.1880,129,284,否,否,288.00,600,400
96,模板匹配引导搜索,巡航模式,0.1880,0.1880,132,284,否,否,291.00,600,400
97,模板匹配引导搜索,巡航模式,0.1880,0.1880,135,284,否,否,294.00,600,400
98,模板匹配引导搜索,巡航模式,0.1880,0.1880,138,284,否,否,297.00,600,400
99,模板匹配引导搜索,巡航模式,0.1880,0.1880,141,284,否,否,300.00,600,400
100,模板匹配引导搜索,巡航模式,0.1880,0.1880,144,284,否,否,303.00,600,400
101,模板匹配引导搜索,巡航模式,0.1880,0.1880,147,284,否,否,306.00,600,400
102,模板匹配引导搜索,巡航模式,0.1880,0.1880,150,284,否,否,309.00,600,400
103,模板匹配引导搜索,巡航模式,0.1880,0.1880,153,284,否,否,312.00,600,400
104,模板匹配引导搜索,巡航模式,0.1880,0.1880,156,284,否,否,315.00,600,400
105,模板匹配引导搜索,巡航模式,0.1880,0.1880,159,284,否,否,318.00,600,400
106,模板匹配引导搜索,巡航模式,0.1880,0.1880,162,284,否,否,321.00,600,400
107,模板匹配引导搜索,巡航模式,0.1880,0.1880,165,284,否,否,324.00,600,400
108,模板匹配引导搜索,巡航模式,0.1880,0.1880,168,284,否,否,327.00,600,400
109,模板匹配引导搜索,巡航模式,0.1880,0.1880,171,284,否,否,330.00,600,400
110,模板匹配引导搜索,巡航模式,0.1880,0.1880,174,284,否,否,333.00,600,400
111,模板匹配引导搜索,巡航模式,0.1880,0.1880,177,284,否,否,336.00,600,400
112,模板匹配引导搜索,巡航模式,0.1880,0.1880,180,284,否,否,339.00,600,400
113,模板匹配引导搜索,巡航模式,0.1880,0.1880,183,284,否,否,342.00,600,400
114,模板匹配引导搜索,巡航模式,0.1880,0.1880,186,284,否,否,345.00,600,400
115,模板匹配引导搜索,巡航模式,0.1880,0.1880,189,284,否,否,348.00,600,400
116,模板匹配引导搜索,巡航模式,0.1880,0.1880,192,284,否,否,351.00,600,400
117,模板匹配引导搜索,巡航模式,0.1880,0.1880,195,284,否,否,354.00,600,400
118,模板匹配引导搜索,巡航模式,0.1880,0.1880,198,284,否,否,357.00,600,400
119,模板匹配引导搜索,巡航模式,0.1880,0.1880,201,284,否,否,360.00,600,400
120,模板匹配引导搜索,巡航模式,0.1880,0.1880,204,284,否,否,363.00,600,400
121,模板匹配引导搜索,巡航模式,0.1880,0.1880,207,284,否,否,366.00,600,400
122,模板匹配引导搜索,巡航模式,0.1880,0.1880,210,284,否,否,369.00,600,400
123,模板匹配引导搜索,巡航模式,0.1880,0.1880,213,284,否,否,372.00,600,400
124,模板匹配引导搜索,巡航模式,0.1880,0.1880,216,284,否,否,375.00,600,400
125,模板匹配引导搜索,巡航模式,0.1880,0.1880,219,284,否,否,378.00,600,400
126,模板匹配引导搜索,巡航模式,0.1880,0.1880,222,284,否,否,381.00,600,400
127,模板匹配引导搜索,巡航模式,0.1880,0.1880,225,284,否,否,384.00,600,400
128,模板匹配引导搜索,巡航模式,0.1880,0.1880,228,284,否,否,387.00,600,400
129,模板匹配引导搜索,巡航模式,0.1880,0.1880,231,284,否,否,390.00,600,400
130,模板匹配引导搜索,巡航模式,0.1880,0.1880,234,284,否,否,393.00,600,400
131,模板匹配引导搜索,巡航模式,0.1880,0.1880,237,284,否,否,396.00,600,400
132,模板匹配引导搜索,巡航模式,0.1880,0.1880,240,284,否,否,399.00,600,400
133,模板匹配引导搜索,巡航模式,0.1880,0.1880,243,284,否,否,402.00,600,400
134,模板匹配引导搜索,巡航模式,0.1880,0.1880,246,284,否,否,405.00,600,400
135,模板匹配引导搜索,巡航模式,0.1880,0.1880,249,284,否,否,408.00,600,400
136,模板匹配引导搜索,巡航模式,0.1650,0.1788,252,284,否,否,411.00,600,400
137,模板匹配引导搜索,巡航模式,0.1455,0.1655,255,284,否,否,414.00,600,400
138,模板匹配引导搜索,巡航模式,0.1486,0.1588,258,284,否,否,417.00,600,400
139,模板匹配引导搜索,巡航模式,0.1486,0.1547,261,284,否,否,420.00,600,400
140,模板匹配引导搜索,巡航模式,0.1486,0.1523,264,284,否,否,423.00,600,400
141,模板匹配引导搜索,巡航模式,0.1486,0.1508,267,284,否,否,426.00,600,400
142,模板匹配引导搜索,巡航模式,0.1486,0.1499,270,284,否,否,429.00,600,400
143,模板匹配引导搜索,巡航模式,0.1486,0.1494,273,284,否,否,432.00,600,400
144,模板匹配引导搜索,巡航模式,0.1486,0.1491,276,284,否,否,435.00,600,400
145,模板匹配引导搜索,巡航模式,0.1486,0.1489,279,284,否,否,438.00,600,400
146,模板匹配引导搜索,巡航模式,0.1486,0.1488,282,284,否,否,441.00,600,400
147,模板匹配引导搜索,巡航模式,0.1486,0.1487,285,285,否,否,444.00,600,400
148,模板匹配引导搜索,巡航模式,0.1486,0.1487,288,285,否,否,447.00,600,400
149,模板匹配引导搜索,巡航模式,0.1486,0.1487,291,285,否,否,450.00,600,400
150,模板匹配引导搜索,巡航模式,0.1486,0.1487,294,285,否,否,453.00,600,400
151,模板匹配引导搜索,巡航模式,0.1486,0.1487,297,285,否,否,456.00,600,400
152,模板匹配引导搜索,巡航模式,0.1486,0.1486,300,285,否,否,459.00,600,400
153,模板匹配引导搜索,巡航模式,0.1486,0.1486,303,285,否,否,462.00,600,400
154,模板匹配引导搜索,巡航模式,0.1486,0.1486,306,285,否,否,465.00,600,400
155,模板匹配引导搜索,巡航模式,0.1486,0.1486,309,285,否,否,468.00,600,400
156,模板匹配引导搜索,巡航模式,0.1486,0.1486,312,285,否,否,471.00,600,400
157,模板匹配引导搜索,巡航模式,0.1486,0.1486,315,285,否,否,474.00,600,400
158,模板匹配引导搜索,巡航模式,0.1486,0.1486,318,285,否,否,477.00,600,400
159,模板匹配引导搜索,巡航模式,0.1486,0.1486,321,285,否,否,480.00,600,400
160,模板匹配引导搜索,巡航模式,0.1486,0.1486,324,285,否,否,483.00,600,400
161,模板匹配引导搜索,巡航模式,0.1486,0.1486,327,285,否,否,486.00,600,400
162,模板匹配引导搜索,巡航模式,0.1486,0.1486,330,285,否,否,489.00,600,400
163,模板匹配引导搜索,巡航模式,0.1486,0.1486,333,285,否,否,492.00,600,400
164,模板匹配引导搜索,巡航模式,0.1486,0.1486,336,285,否,否,495.00,600,400
165,模板匹配引导搜索,巡航模式,0.1486,0.1486,339,285,否,否,498.00,600,400
166,模板匹配引导搜索,巡航模式,0.1486,0.1486,342,285,否,否,501.00,600,400
167,模板匹配引导搜索,巡航模式,0.1486,0.1486,345,285,否,否,504.00,600,400
168,模板匹配引导搜索,巡航模式,0.1486,0.1486,348,285,否,否,507.00,600,400
169,模板匹配引导搜索,巡航模式,0.1486,0.1486,351,285,否,否,510.00,600,400
170,模板匹配引导搜索,巡航模式,0.1486,0.1486,354,285,否,否,513.00,600,400
171,模板匹配引导搜索,巡航模式,0.1486,0.1486,357,285,否,否,516.00,600,400
172,模板匹配引导搜索,巡航模式,0.1486,0.1486,360,285,否,否,519.00,600,400
173,模板匹配引导搜索,巡航模式,0.1486,0.1486,363,285,否,否,522.00,600,400
174,模板匹配引导搜索,巡航模式,0.1486,0.1486,366,285,否,否,525.00,600,400
175,模板匹配引导搜索,巡航模式,0.1486,0.1486,369,285,否,否,528.00,600,400
176,模板匹配引导搜索,巡航模式,0.1486,0.1486,372,285,否,否,531.00,600,400
177,模板匹配引导搜索,巡航模式,0.1486,0.1486,375,285,否,否,534.00,600,400
178,模板匹配引导搜索,巡航模式,0.1486,0.1486,378,285,否,否,537.00,600,400
179,模板匹配引导搜索,巡航模式,0.1486,0.1486,381,285,否,否,540.00,600,400
180,模板匹配引导搜索,巡航模式,0.1486,0.1486,384,285,否,否,543.00,600,400
181,模板匹配引导搜索,巡航模式,0.1486,0.1486,387,285,否,否,546.00,600,400
182,模板匹配引导搜索,巡航模式,0.1486,0.1486,390,285,否,否,549.00,600,400
183,模板匹配引导搜索,巡航模式,0.1486,0.1486,393,285,否,否,552.00,600,400
184,模板匹配引导搜索,巡航模式,0.1486,0.1486,396,285,否,否,555.00,600,400
185,模板匹配引导搜索,巡航模式,0.1486,0.1486,399,285,否,否,558.00,600,400
186,模板匹配引导搜索,巡航模式,0.1486,0.1486,402,285,否,否,561.00,600,400
187,模板匹配引导搜索,巡航模式,0.1486,0.1486,405,285,否,否,564.00,600,400
188,模板匹配引导搜索,巡航模式,0.1486,0.1486,408,285,否,否,567.00,600,400
189,模板匹配引导搜索,巡航模式,0.1486,0.1486,411,285,否,否,570.00,600,400
190,模板匹配引导搜索,巡航模式,0.1486,0.1486,414,285,否,否,573.00,600,400
191,模板匹配引导搜索,巡航模式,0.1433,0.1465,417,285,否,否,576.00,600,400
192,模板匹配引导搜索,巡航模式,0.1403,0.1440,420,285,否,否,579.00,600,400
193,模板匹配引导搜索,巡航模式,0.1403,0.1425,423,285,否,否,582.00,600,400
194,模板匹配引导搜索,巡航模式,0.1403,0.1416,426,285,否,否,585.00,600,400
195,模板匹配引导搜索,巡航模式,0.1403,0.1411,429,285,否,否,588.00,600,400
196,模板匹配引导搜索,巡航模式,0.1403,0.1408,432,285,否,否,591.00,600,400
197,模板匹配引导搜索,巡航模式,0.1403,0.1406,435,285,否,否,594.00,600,400
198,模板匹配引导搜索,巡航模式,0.1403,0.1405,438,285,否,否,597.00,600,400
199,模板匹配引导搜索,巡航模式,0.1403,0.1404,441,285,否,否,600.00,600,400
200,模板匹配引导搜索,巡航模式,0.1403,0.1404,444,285,否,否,603.00,600,400
201,模板匹配引导搜索,巡航模式,0.1403,0.1403,447,285,否,否,606.00,600,400
202,模板匹配引导搜索,巡航模式,0.1403,0.1403,450,285,否,否,609.00,600,400
203,模板匹配引导搜索,巡航模式,0.1403,0.1403,453,285,否,否,612.00,600,400
204,模板匹配引导搜索,巡航模式,0.1403,0.1403,456,285,否,否,615.00,600,400
205,模板匹配引导搜索,巡航模式,0.1403,0.1403,459,286,否,否,618.00,600,400
206,模板匹配引导搜索,巡航模式,0.1403,0.1403,462,286,否,否,621.00,600,400
207,模板匹配引导搜索,巡航模式,0.1403,0.1403,465,286,否,否,624.00,600,400
208,模板匹配引导搜索,巡航模式,0.1403,0.1403,468,286,否,否,627.00,600,400
209,模板匹配引导搜索,巡航模式,0.1403,0.1403,471,286,否,否,630.00,600,400
210,模板匹配引导搜索,巡航模式,0.1403,0.1403,474,286,否,否,633.00,600,400
211,模板匹配引导搜索,巡航模式,0.1403,0.1403,477,286,否,否,636.00,600,400
212,模板匹配引导搜索,巡航模式,0.1398,0.1401,480,286,否,否,639.00,600,400
213,模板匹配引导搜索,巡航模式,0.1398,0.1400,483,286,否,否,642.00,600,400
214,模板匹配引导搜索,巡航模式,0.1398,0.1399,486,286,否,否,645.00,600,400
215,模板匹配引导搜索,巡航模式,0.1398,0.1399,489,286,否,否,648.00,600,400
216,模板匹配引导搜索,巡航模式,0.1398,0.1398,492,286,否,否,651.00,600,400
217,模板匹配引导搜索,巡航模式,0.1398,0.1398,495,286,否,否,654.00,600,400
218,模板匹配引导搜索,巡航模式,0.1398,0.1398,498,286,否,否,657.00,600,400
219,模板匹配引导搜索,巡航模式,0.1398,0.1398,501,286,否,否,660.00,600,400
220,模板匹配引导搜索,巡航模式,0.1398,0.1398,504,286,否,否,663.00,600,400
221,模板匹配引导搜索,巡航模式,0.1398,0.1398,507,286,否,否,666.00,600,400
222,模板匹配引导搜索,巡航模式,0.1398,0.1398,510,286,否,否,669.00,600,400
223,模板匹配引导搜索,巡航模式,0.1398,0.1398,513,286,否,否,672.00,600,400
224,模板匹配引导搜索,巡航模式,0.1398,0.1398,516,286,否,否,675.00,600,400
225,模板匹配引导搜索,巡航模式,0.1398,0.1398,519,286,否,否,678.00,600,400
226,模板匹配引导搜索,巡航模式,0.1398,0.1398,522,286,否,否,681.00,600,400
227,模板匹配引导搜索,巡航模式,0.1398,0.1398,525,286,否,否,684.00,600,400
228,模板匹配引导搜索,巡航模式,0.1398,0.1398,528,286,否,否,687.00,600,400
229,模板匹配引导搜索,巡航模式,0.1398,0.1398,531,286,否,否,690.00,600,400
230,模板匹配引导搜索,巡航模式,0.1398,0.1398,534,286,否,否,693.00,600,400
231,模板匹配引导搜索,巡航模式,0.1564,0.1464,537,286,否,否,696.00,600,400
232,模板匹配引导搜索,巡航模式,0.1796,0.1597,540,286,否,否,699.00,600,400
233,模板匹配引导搜索,巡航模式,0.1790,0.1674,543,286,否,否,702.00,600,400
234,模板匹配引导搜索,巡航模式,0.1790,0.1721,546,286,否,否,705.00,600,400
235,模板匹配引导搜索,巡航模式,0.1790,0.1748,549,286,否,否,708.00,600,400
236,模板匹配引导搜索,巡航模式,0.1790,0.1765,552,286,否,否,711.00,600,400
237,模板匹配引导搜索,巡航模式,0.1790,0.1775,555,286,否,否,714.00,600,400
238,模板匹配引导搜索,巡航模式,0.1947,0.1844,558,286,否,否,717.00,600,400
239,模板匹配引导搜索,巡航模式,0.1972,0.1895,561,286,否,否,720.00,600,400
240,模板匹配引导搜索,巡航模式,0.1972,0.1926,564,286,否,否,723.00,600,400
241,模板匹配引导搜索,巡航模式,0.1972,0.1944,567,286,否,否,726.00,600,400
242,模板匹配引导搜索,巡航模式,0.1972,0.1955,570,286,否,否,729.00,600,400
243,模板匹配引导搜索,巡航模式,0.1972,0.1962,573,286,否,否,732.00,600,400
244,模板匹配引导搜索,巡航模式,0.1972,0.1966,576,286,否,否,735.00,600,400
245,模板匹配引导搜索,巡航模式,0.1972,0.1968,579,286,否,否,738.00,600,400
246,模板匹配引导搜索,巡航模式,0.1972,0.1970,582,286,否,否,741.00,600,400
247,模板匹配引导搜索,巡航模式,0.1972,0.1971,585,286,否,否,744.00,600,400
248,模板匹配引导搜索,巡航模式,0.1999,0.1982,588,286,否,否,747.00,600,400
249,模板匹配引导搜索,巡航模式,0.1999,0.1989,591,286,否,否,750.00,600,400
250,模板匹配引导搜索,巡航模式,0.1999,0.1993,594,286,否,否,753.00,600,400
251,模板匹配引导搜索,巡航模式,0.1999,0.1995,597,286,否,否,756.00,600,400
252,模板匹配引导搜索,巡航模式,0.1999,0.1997,600,286,否,否,759.00,600,400
253,模板匹配引导搜索,巡航模式,0.1999,0.1998,603,286,否,否,762.00,600,400
254,模板匹配引导搜索,巡航模式,0.1999,0.1998,606,286,否,否,765.00,600,400
255,模板匹配引导搜索,巡航模式,0.1999,0.1999,609,286,否,否,768.00,600,400
256,模板匹配引导搜索,巡航模式,0.1999,0.1999,612,286,否,否,771.00,600,400
257,模板匹配引导搜索,巡航模式,0.1999,0.1999,615,286,否,否,774.00,600,400
258,模板匹配引导搜索,巡航模式,0.1999,0.1999,618,286,否,否,777.00,600,400
259,模板匹配引导搜索,巡航模式,0.1999,0.1999,621,286,否,否,780.00,600,400
260,模板匹配引导搜索,巡航模式,0.1999,0.1999,624,286,否,否,783.00,600,400
261,模板匹配引导搜索,巡航模式,0.1999,0.1999,627,286,否,否,786.00,600,400
262,模板匹配引导搜索,巡航模式,0.1999,0.1999,630,287,否,否,789.00,600,400
263,模板匹配引导搜索,巡航模式,0.1999,0.1999,633,287,否,否,792.00,600,400
264,模板匹配引导搜索,巡航模式,0.1999,0.1999,636,287,否,否,795.00,600,400
265,模板匹配引导搜索,巡航模式,0.1999,0.1999,639,287,否,否,798.00,600,400
266,模板匹配引导搜索,巡航模式,0.1999,0.1999,642,287,否,否,801.00,600,400
267,模板匹配引导搜索,巡航模式,0.1999,0.1999,645,287,否,否,804.00,600,400
268,模板匹配引导搜索,巡航模式,0.1999,0.1999,648,287,否,否,807.00,600,400
269,模板匹配引导搜索,巡航模式,0.1999,0.1999,651,287,否,否,810.00,600,400
270,模板匹配引导搜索,巡航模式,0.1999,0.1999,654,287,否,否,813.00,600,400
271,模板匹配引导搜索,巡航模式,0.1999,0.1999,657,287,否,否,816.00,600,400
272,模板匹配引导搜索,巡航模式,0.1999,0.1999,660,287,否,否,819.00,600,400
273,模板匹配引导搜索,巡航模式,0.1999,0.1999,663,287,否,否,822.00,600,400
274,模板匹配引导搜索,巡航模式,0.1999,0.1999,666,287,否,否,825.00,600,400
275,模板匹配引导搜索,巡航模式,0.1999,0.1999,669,287,否,否,828.00,600,400
276,模板匹配引导搜索,巡航模式,0.1999,0.1999,672,287,否,否,831.00,600,400
277,模板匹配引导搜索,巡航模式,0.1999,0.1999,675,287,否,否,834.00,600,400
278,模板匹配引导搜索,巡航模式,0.1999,0.1999,678,287,否,否,837.00,600,400
279,模板匹配引导搜索,巡航模式,0.1999,0.1999,681,287,否,否,840.00,600,400
280,模板匹配引导搜索,巡航模式,0.1999,0.1999,684,287,否,否,843.00,600,400
281,模板匹配引导搜索,巡航模式,0.1999,0.1999,687,287,否,否,846.00,600,400
282,模板匹配引导搜索,巡航模式,0.1999,0.1999,690,287,否,否,849.00,600,400
283,模板匹配引导搜索,巡航模式,0.1999,0.1999,693,287,否,否,852.00,600,400
284,模板匹配引导搜索,巡航模式,0.1999,0.1999,696,287,否,否,855.00,600,400
285,模板匹配引导搜索,巡航模式,0.1999,0.1999,699,287,否,否,858.00,600,400
286,模板匹配引导搜索,巡航模式,0.1999,0.1999,702,287,否,否,861.00,600,400
287,模板匹配引导搜索,巡航模式,0.1999,0.1999,705,287,否,否,864.00,600,400
288,模板匹配引导搜索,巡航模式,0.1999,0.1999,708,287,否,否,867.00,600,400
289,模板匹配引导搜索,巡航模式,0.1999,0.1999,711,287,否,否,870.00,600,400
290,模板匹配引导搜索,巡航模式,0.1999,0.1999,714,287,否,否,873.00,600,400
291,模板匹配引导搜索,巡航模式,0.1999,0.1999,717,287,否,否,876.00,600,400
292,模板匹配引导搜索,巡航模式,0.1999,0.1999,720,287,否,否,879.00,600,400
293,模板匹配引导搜索,巡航模式,0.1999,0.1999,723,287,否,否,882.00,600,400
294,模板匹配引导搜索,巡航模式,0.1999,0.1999,726,287,否,否,885.00,600,400
295,模板匹配引导搜索,巡航模式,0.1999,0.1999,729,287,否,否,888.00,600,400
296,模板匹配引导搜索,巡航模式,0.1999,0.1999,732,287,否,否,891.00,600,400
297,模板匹配引导搜索,巡航模式,0.1999,0.1999,735,287,否,否,894.00,600,400
298,模板匹配引导搜索,巡航模式,0.1999,0.1999,738,287,否,否,897.00,600,400
299,模板匹配引导搜索,巡航模式,0.1999,0.1999,741,287,否,否,900.00,600,400
300,模板匹配引导搜索,巡航模式,0.1999,0.1999,744,287,否,否,903.00,600,400
301,模板匹配引导搜索,巡航模式,0.1999,0.1999,747,287,否,否,906.00,600,400
302,模板匹配引导搜索,巡航模式,0.1999,0.1999,750,287,否,否,909.00,600,400
303,模板匹配引导搜索,巡航模式,0.1999,0.1999,753,287,否,否,912.00,600,400
304,模板匹配引导搜索,巡航模式,0.1999,0.1999,756,287,否,否,915.00,600,400
305,模板匹配引导搜索,巡航模式,0.1999,0.1999,759,287,否,否,918.00,600,400
306,模板匹配引导搜索,巡航模式,0.1999,0.1999,762,287,否,否,921.00,600,400
307,模板匹配引导搜索,巡航模式,0.1999,0.1999,765,287,否,否,924.00,600,400
